,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
81,1630267,Facundo,Campazzo,Facundo Campazzo,"Campazzo, Facundo",F. Campazzo,facundo-campazzo,1991-03-23T00:00:00,Murcia,Argentina,Murcia/Argentina,5-10,195,1,7,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,facundo_campazzo,2020,2021,N,Y,Y,Undrafted,Undrafted,Undrafted,N
82,1628427,Vlatko,Cancar,Vlatko Cancar,"Cancar, Vlatko",V. Cancar,vlatko-cancar,1997-04-10T00:00:00,San Pablo Burgos,Slovenia,San Pablo Burgos/Slovenia,6-8,236,2,31,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,vlatko_cancar,2019,2021,Y,Y,Y,2017,2,49,N
83,1629962,Devin,Cannady,Devin Cannady,"Cannady, Devin",D. Cannady,devin-cannady,1996-05-21T00:00:00,Princeton,USA,Princeton/USA,6-2,183,1,,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,devin_cannady,2020,2021,Y,Y,Y,2019,,,N
84,203991,Clint,Capela,Clint Capela,"Capela, Clint",C. Capela,clint-capela,1994-05-18T00:00:00,Elan Chalon,Switzerland,Elan Chalon/Switzerland,6-10,256,7,15,Center,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,clint_capela,2014,2021,Y,Y,Y,2014,1,25,N
85,1630176,Vernon,Carey Jr.,Vernon Carey Jr.,"Carey Jr., Vernon",V. Carey Jr.,vernon-carey-jr,2001-02-25T00:00:00,Duke,USA,Duke/USA,6-9,270,1,22,Forward-Center,Active,Y,1610612764,Wizards,WAS,wizards,Washington,vernon_carey_jr,2020,2021,Y,Y,Y,2020,2,32,N
86,1628975,Jevon,Carter,Jevon Carter,"Carter, Jevon",J. Carter,jevon-carter,1995-09-14T00:00:00,West Virginia,USA,West Virginia/USA,6-1,200,3,5,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,jevon_carter,2018,2021,Y,Y,Y,2018,2,32,N
87,1628976,Wendell,Carter Jr.,Wendell Carter Jr.,"Carter Jr., Wendell",W. Carter Jr.,wendell-carter-jr,1999-04-16T00:00:00,Duke,USA,Duke/USA,6-10,270,3,34,Center-Forward,Active,Y,1610612753,Magic,ORL,magic,Orlando,wendell_carter_jr,2018,2021,N,Y,Y,2018,1,7,N
88,1627936,Alex,Caruso,Alex Caruso,"Caruso, Alex",A. Caruso,alex-caruso,1994-02-28T00:00:00,Texas A&M,USA,Texas A&M/USA,6-5,186,4,6,Guard,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,alex_caruso,2017,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
89,1630551,Justin,Champagnie,Justin Champagnie,"Champagnie, Justin",J. Champagnie,justin-champagnie,2001-06-29T00:00:00,Pittsburgh,USA,Pittsburgh/USA,6-6,206,0,11,Guard-Forward,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,justin_champagnie,2021,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
90,1629185,Chris,Chiozza,Chris Chiozza,"Chiozza, Chris",C. Chiozza,chris-chiozza,1995-11-21T00:00:00,Florida,USA,Florida/USA,5-11,175,3,2,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,chris_chiozza,2018,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
91,1627737,Marquese,Chriss,Marquese Chriss,"Chriss, Marquese",M. Chriss,marquese-chriss,1997-07-02T00:00:00,Washington,USA,Washington/USA,6-9,240,5,35,Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,marquese_chriss,2016,2021,N,Y,Y,2016,1,8,N
92,1630528,Josh,Christopher,Josh Christopher,"Christopher, Josh",J. Christopher,josh-christopher,2001-12-08T00:00:00,Arizona State,USA,Arizona State/USA,6-3,215,0,9,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,josh_christopher,2021,2021,Y,Y,Y,2021,1,24,N
93,1629109,Gary,Clark,Gary Clark,"Clark, Gary",G. Clark,gary-clark,1994-11-16T00:00:00,Cincinnati,USA,Cincinnati/USA,6-6,225,3,12,Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,gary_clark,2018,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
94,1629634,Brandon,Clarke,Brandon Clarke,"Clarke, Brandon",B. Clarke,brandon-clarke,1996-09-19T00:00:00,Gonzaga,Canada,Gonzaga/Canada,6-8,215,2,15,Forward,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,brandon_clarke,2019,2021,N,Y,Y,2019,1,21,N
95,203903,Jordan,Clarkson,Jordan Clarkson,"Clarkson, Jordan",J. Clarkson,jordan-clarkson,1992-06-07T00:00:00,Missouri,USA,Missouri/USA,6-4,194,7,00,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,jordan_clarkson,2014,2021,Y,Y,Y,2014,2,46,N
96,1629651,Nic,Claxton,Nic Claxton,"Claxton, Nic",N. Claxton,nic-claxton,1999-04-17T00:00:00,Georgia,USA,Georgia/USA,6-11,215,2,33,Forward-Center,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,nicolas_claxton,2019,2021,Y,Y,Y,2019,2,31,N
97,1629599,Amir,Coffey,Amir Coffey,"Coffey, Amir",A. Coffey,amir-coffey,1997-06-17T00:00:00,Minnesota,USA,Minnesota/USA,6-7,210,2,7,Guard-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,amir_coffey,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
98,1628381,John,Collins,John Collins,"Collins, John",J. Collins,john-collins,1997-09-23T00:00:00,Wake Forest,USA,Wake Forest/USA,6-9,226,4,20,Forward-Center,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,john_collins,2017,2021,N,Y,Y,2017,1,19,N
99,1628380,Zach,Collins,Zach Collins,"Collins, Zach",Z. Collins,zach-collins,1997-11-19T00:00:00,Gonzaga,USA,Gonzaga/USA,6-11,250,3,23,Forward-Center,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,zach_collins,2017,2021,Y,Y,Y,2017,1,10,N
100,201144,Mike,Conley,Mike Conley,"Conley, Mike",M. Conley,mike-conley,1987-10-11T00:00:00,Ohio State,USA,Ohio State/USA,6-1,175,14,11,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,mike_conley,2007,2021,N,Y,Y,2007,1,4,N
101,1626192,Pat,Connaughton,Pat Connaughton,"Connaughton, Pat",P. Connaughton,pat-connaughton,1993-01-06T00:00:00,Notre Dame,USA,Notre Dame/USA,6-5,209,6,24,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,pat_connaughton,2015,2021,N,Y,Y,2015,2,41,N
102,1629076,Tyler,Cook,Tyler Cook,"Cook, Tyler",T. Cook,tyler-cook,1997-09-23T00:00:00,Iowa,USA,Iowa/USA,6-8,255,2,25,Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,tyler_cook,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
103,1630536,Sharife,Cooper,Sharife Cooper,"Cooper, Sharife",S. Cooper,sharife-cooper,2001-06-11T00:00:00,Auburn,USA,Auburn/USA,6-1,176,0,2,Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,sharife_cooper,2021,2021,Y,Y,Y,2021,2,48,N
104,202326,DeMarcus,Cousins,DeMarcus Cousins,"Cousins, DeMarcus",D. Cousins,demarcus-cousins,1990-08-13T00:00:00,Kentucky,USA,Kentucky/USA,6-10,270,10,4,Center,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,demarcus_cousins,2010,2021,N,Y,Y,2010,1,5,N
105,203496,Robert,Covington,Robert Covington,"Covington, Robert",R. Covington,robert-covington,1990-12-14T00:00:00,Tennessee State,USA,Tennessee State/USA,6-7,209,8,23,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,robert_covington,2013,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
106,1628470,Torrey,Craig,Torrey Craig,"Craig, Torrey",T. Craig,torrey-craig,1990-12-19T00:00:00,South Carolina Upstate,USA,South Carolina Upstate/USA,6-7,221,4,0,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,torrey_craig,2017,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
107,203109,Jae,Crowder,Jae Crowder,"Crowder, Jae",J. Crowder,jae-crowder,1990-07-06T00:00:00,Marquette,USA,Marquette/USA,6-6,235,9,99,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,jae_crowder,2012,2021,Y,Y,Y,2012,2,34,N
108,1629633,Jarrett,Culver,Jarrett Culver,"Culver, Jarrett",J. Culver,jarrett-culver,1999-02-20T00:00:00,Texas Tech,USA,Texas Tech/USA,6-6,195,2,23,Guard-Forward,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,jarrett_culver,2019,2021,Y,Y,Y,2019,1,6,N
109,1630595,Cade,Cunningham,Cade Cunningham,"Cunningham, Cade",C. Cunningham,cade-cunningham,2001-09-25T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-6,220,0,2,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,cade_cunningham,2021,2021,N,Y,Y,2021,1,1,N
110,203552,Seth,Curry,Seth Curry,"Curry, Seth",S. Curry,seth-curry,1990-08-23T00:00:00,Duke,USA,Duke/USA,6-2,185,7,30,Guard,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,seth_curry,2013,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
111,201939,Stephen,Curry,Stephen Curry,"Curry, Stephen",S. Curry,stephen-curry,1988-03-14T00:00:00,Davidson,USA,Davidson/USA,6-2,185,12,30,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,stephen_curry,2009,2021,N,Y,Y,2009,1,7,Y
112,203076,Anthony,Davis,Anthony Davis,"Davis, Anthony",A. Davis,anthony-davis,1993-03-11T00:00:00,Kentucky,USA,Kentucky/USA,6-10,253,9,3,Forward-Center,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,anthony_davis,2012,2021,N,Y,Y,2012,1,1,Y
113,202334,Ed,Davis,Ed Davis,"Davis, Ed",E. Davis,ed-davis,1989-06-05T00:00:00,North Carolina,USA,North Carolina/USA,6-9,218,11,21,Center-Forward,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,ed_davis,2010,2021,Y,Y,Y,2010,1,13,N
114,1629056,Terence,Davis,Terence Davis,"Davis, Terence",T. Davis,terence-davis,1997-05-16T00:00:00,Mississippi,USA,Mississippi/USA,6-4,201,2,3,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,terence_davis,2019,2021,N,Y,Y,Undrafted,Undrafted,Undrafted,N
115,201942,DeMar,DeRozan,DeMar DeRozan,"DeRozan, DeMar",D. DeRozan,demar-derozan,1989-08-07T00:00:00,Southern California,USA,Southern California/USA,6-6,220,12,11,Guard-Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,demar_derozan,2009,2021,N,Y,Y,2009,1,9,N
116,203473,Dewayne,Dedmon,Dewayne Dedmon,"Dedmon, Dewayne",D. Dedmon,dewayne-dedmon,1989-08-12T00:00:00,Southern California,USA,Southern California/USA,7-0,245,8,21,Center,Active,Y,1610612748,Heat,MIA,heat,Miami,dewayne_dedmon,2013,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
117,1628978,Donte,DiVincenzo,Donte DiVincenzo,"DiVincenzo, Donte",D. DiVincenzo,donte-divincenzo,1997-01-31T00:00:00,Villanova,USA,Villanova/USA,6-4,203,3,0,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,donte_divincenzo,2018,2021,Y,Y,Y,2018,1,17,N
118,1628977,Hamidou,Diallo,Hamidou Diallo,"Diallo, Hamidou",H. Diallo,hamidou-diallo,1998-07-31T00:00:00,Kentucky,USA,Kentucky/USA,6-5,202,3,6,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,hamidou_diallo,2018,2021,Y,Y,Y,2018,2,45,N
119,203476,Gorgui,Dieng,Gorgui Dieng,"Dieng, Gorgui",G. Dieng,gorgui-dieng,1990-01-18T00:00:00,Louisville,Senegal,Louisville/Senegal,6-10,248,8,10,Center,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,gorgui_dieng,2013,2021,N,Y,Y,2013,1,21,N
120,203915,Spencer,Dinwiddie,Spencer Dinwiddie,"Dinwiddie, Spencer",S. Dinwiddie,spencer-dinwiddie,1993-04-06T00:00:00,Colorado,USA,Colorado/USA,6-6,215,7,26,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,spencer_dinwiddie,2014,2021,Y,Y,Y,2014,2,38,N
121,1629029,Luka,Doncic,Luka Doncic,"Doncic, Luka",L. Doncic,luka-doncic,1999-02-28T00:00:00,Real Madrid,Slovenia,Real Madrid/Slovenia,6-7,230,3,77,Forward-Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,luka_don,2018,2021,N,Y,Y,2018,1,3,N
122,1629652,Luguentz,Dort,Luguentz Dort,"Dort, Luguentz",L. Dort,luguentz-dort,1999-04-19T00:00:00,Arizona State,Canada,Arizona State/Canada,6-3,215,2,5,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,luguentz_dort,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
123,1630245,Ayo,Dosunmu,Ayo Dosunmu,"Dosunmu, Ayo",A. Dosunmu,ayo-dosunmu,2000-01-17T00:00:00,Illinois,USA,Illinois/USA,6-4,200,0,12,Guard,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,ayo_dosunmu,2021,2021,N,Y,Y,2021,2,38,N
124,201609,Goran,Dragic,Goran Dragic,"Dragic, Goran",G. Dragic,goran-dragic,1986-05-06T00:00:00,Union Olimpija,Slovenia,Union Olimpija/Slovenia,6-3,190,13,9,Guard,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,goran_dragic,2008,2021,N,Y,Y,2008,2,45,N
125,203083,Andre,Drummond,Andre Drummond,"Drummond, Andre",A. Drummond,andre-drummond,1993-08-10T00:00:00,Connecticut,USA,Connecticut/USA,6-10,279,9,0,Center,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,andre_drummond,2012,2021,N,Y,Y,2012,1,9,N
126,1630537,Chris,Duarte,Chris Duarte,"Duarte, Chris",C. Duarte,chris-duarte,1997-06-13T00:00:00,Oregon,Dominican Republic,Oregon/Dominican Republic,6-5,190,0,3,Guard,Active,Y,1610612754,Pacers,IND,pacers,Indiana,chris_duarte,2021,2021,N,Y,Y,2021,1,13,N
127,1630561,David,Duke Jr.,David Duke Jr.,"Duke Jr., David",D. Duke Jr.,david-duke-jr,1999-10-13T00:00:00,Providence,USA,Providence/USA,6-4,204,0,6,Guard,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,david_duke_jr,2021,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
128,201142,Kevin,Durant,Kevin Durant,"Durant, Kevin",K. Durant,kevin-durant,1988-09-29T00:00:00,Texas-Austin,USA,Texas-Austin/USA,6-10,240,13,7,Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,kevin_durant,2007,2021,N,Y,Y,2007,1,2,Y
129,1630162,Anthony,Edwards,Anthony Edwards,"Edwards, Anthony",A. Edwards,anthony-edwards,2001-08-05T00:00:00,Georgia,USA,Georgia/USA,6-4,225,1,1,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,anthony_edwards,2020,2021,N,Y,Y,2020,1,1,N
130,1629035,Carsen,Edwards,Carsen Edwards,"Edwards, Carsen",C. Edwards,carsen-edwards,1998-03-12T00:00:00,Purdue,USA,Purdue/USA,5-11,200,2,4,Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,carsen_edwards,2019,2021,Y,Y,Y,2019,2,33,N
131,1630556,Kessler,Edwards,Kessler Edwards,"Edwards, Kessler",K. Edwards,kessler-edwards,2000-08-09T00:00:00,Pepperdine,USA,Pepperdine/USA,6-7,203,0,14,Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,kessler_edwards,2021,2021,Y,Y,Y,2021,2,44,N
132,1629604,CJ,Elleby,CJ Elleby,"Elleby, CJ",C. Elleby,cj-elleby,2000-06-16T00:00:00,Washington State,USA,Washington State/USA,6-6,200,1,16,Forward-Guard,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,cj_elleby,2020,2021,N,Y,Y,2020,2,46,N
133,201961,Wayne,Ellington,Wayne Ellington,"Ellington, Wayne",W. Ellington,wayne-ellington,1987-11-29T00:00:00,North Carolina,USA,North Carolina/USA,6-4,207,12,2,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,wayne_ellington,2009,2021,N,Y,Y,2009,1,28,N
134,203954,Joel,Embiid,Joel Embiid,"Embiid, Joel",J. Embiid,joel-embiid,1994-03-16T00:00:00,Kansas,Cameroon,Kansas/Cameroon,7-0,280,5,21,Center-Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,joel_embiid,2014,2021,N,Y,Y,2014,1,3,N
135,202324,Derrick,Favors,Derrick Favors,"Favors, Derrick",D. Favors,derrick-favors,1991-07-15T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-9,265,11,15,Forward,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,derrick_favors,2010,2021,N,Y,Y,2010,1,3,N
136,1628981,Bruno,Fernando,Bruno Fernando,"Fernando, Bruno",B. Fernando,bruno-fernando,1998-08-15T00:00:00,Maryland,Angola,Maryland/Angola,6-9,240,2,20,Forward-Center,Active,Y,1610612745,Rockets,HOU,rockets,Houston,bruno_fernando,2019,2021,Y,Y,Y,2019,2,34,N
137,1627827,Dorian,Finney-Smith,Dorian Finney-Smith,"Finney-Smith, Dorian",D. Finney-Smith,dorian-finney-smith,1993-05-04T00:00:00,Florida,USA,Florida/USA,6-7,220,5,10,Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,dorian_finney-smith,2016,2021,N,Y,Y,Undrafted,Undrafted,Undrafted,N
138,1630238,Malik,Fitts,Malik Fitts,"Fitts, Malik",M. Fitts,malik-fitts,1997-07-04T00:00:00,St. Mary's College,USA,St. Mary's College/USA,6-5,230,1,8,Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,malik_fitts,2020,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
139,1630201,Malachi,Flynn,Malachi Flynn,"Flynn, Malachi",M. Flynn,malachi-flynn,1998-05-09T00:00:00,San Diego State,USA,San Diego State/USA,6-1,175,1,22,Guard,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,malachi_flynn,2020,2021,Y,Y,Y,2020,1,29,N
140,1627854,Bryn,Forbes,Bryn Forbes,"Forbes, Bryn",B. Forbes,bryn-forbes,1993-07-23T00:00:00,Michigan State,USA,Michigan State/USA,6-2,205,5,6,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,bryn_forbes,2016,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
141,1630235,Trent,Forrest,Trent Forrest,"Forrest, Trent",T. Forrest,trent-forrest,1998-06-12T00:00:00,Florida State,USA,Florida State/USA,6-4,210,1,3,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,trent_forrest,2020,2021,N,Y,Y,Undrafted,Undrafted,Undrafted,N
142,203095,Evan,Fournier,Evan Fournier,"Fournier, Evan",E. Fournier,evan-fournier,1992-10-29T00:00:00,Poitiers Basket 86,France,Poitiers Basket 86/France,6-6,205,9,13,Guard-Forward,Active,Y,1610612752,Knicks,NYK,knicks,New York,evan_fournier,2012,2021,N,Y,Y,2012,1,20,N
143,1628368,De'Aaron,Fox,De'Aaron Fox,"Fox, De'Aaron",D. Fox,deaaron-fox,1997-12-20T00:00:00,Kentucky,USA,Kentucky/USA,6-3,185,4,5,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,de'aaron_fox,2017,2021,N,Y,Y,2017,1,5,N
144,1628982,Melvin,Frazier Jr.,Melvin Frazier Jr.,"Frazier Jr., Melvin",M. Frazier Jr.,melvin-frazier-jr,1996-08-30T00:00:00,Tulane,USA,Tulane/USA,6-5,215,2,6,Guard-Forward,Active,Y,1610612753,Magic,ORL,magic,Orlando,melvin_frazier_jr,2018,2021,Y,Y,Y,2018,2,35,N
145,1628365,Markelle,Fultz,Markelle Fultz,"Fultz, Markelle",M. Fultz,markelle-fultz,1998-05-29T00:00:00,Washington,USA,Washington/USA,6-4,209,4,20,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,markelle_fultz,2017,2021,N,Y,Y,2017,1,1,N
146,1629117,Wenyen,Gabriel,Wenyen Gabriel,"Gabriel, Wenyen",W. Gabriel,wenyen-gabriel,1997-03-26T00:00:00,Kentucky,South Sudan,Kentucky/South Sudan,6-9,205,2,35,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,wenyen_gabriel,2018,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
147,1629655,Daniel,Gafford,Daniel Gafford,"Gafford, Daniel",D. Gafford,daniel-gafford,1998-10-01T00:00:00,Arkansas,USA,Arkansas/USA,6-9,234,2,21,Forward-Center,Active,Y,1610612764,Wizards,WAS,wizards,Washington,daniel_gafford,2019,2021,Y,Y,Y,2019,2,38,N
148,201568,Danilo,Gallinari,Danilo Gallinari,"Gallinari, Danilo",D. Gallinari,danilo-gallinari,1988-08-08T00:00:00,Olimpia Milano,Italy,Olimpia Milano/Italy,6-10,236,12,8,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,danilo_gallinari,2008,2021,N,Y,Y,2008,1,6,N
149,1629636,Darius,Garland,Darius Garland,"Garland, Darius",D. Garland,darius-garland,2000-01-26T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-1,192,2,10,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,darius_garland,2019,2021,N,Y,Y,2019,1,5,N
150,1630586,Usman,Garuba,Usman Garuba,"Garuba, Usman",U. Garuba,usman-garuba,2002-03-09T00:00:00,Real Madrid,Spain,Real Madrid/Spain,6-8,229,0,16,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,usman_garuba,2021,2021,Y,Y,Y,2021,1,23,N
151,1630568,Luka,Garza,Luka Garza,"Garza, Luka",L. Garza,luka-garza,1998-12-27T00:00:00,Iowa,USA,Iowa/USA,6-10,243,0,55,Center,Active,Y,1610612765,Pistons,DET,pistons,Detroit,luka_garza,2021,2021,Y,Y,Y,2021,2,52,N
152,200752,Rudy,Gay,Rudy Gay,"Gay, Rudy",R. Gay,rudy-gay,1986-08-17T00:00:00,Connecticut,USA,Connecticut/USA,6-8,250,15,8,Forward-Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,rudy_gay,2006,2021,N,Y,Y,2006,1,8,N
153,202331,Paul,George,Paul George,"George, Paul",P. George,paul-george,1990-05-02T00:00:00,Fresno State,USA,Fresno State/USA,6-8,220,11,13,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,paul_george,2010,2021,N,Y,Y,2010,1,10,N
154,201959,Taj,Gibson,Taj Gibson,"Gibson, Taj",T. Gibson,taj-gibson,1985-06-24T00:00:00,Southern California,USA,Southern California/USA,6-9,232,12,67,Forward,Active,Y,1610612752,Knicks,NYK,knicks,New York,taj_gibson,2009,2021,N,Y,Y,2009,1,26,N
155,1630581,Josh,Giddey,Josh Giddey,"Giddey, Josh",J. Giddey,josh-giddey,2002-10-10T00:00:00,NBA Global Academy,Australia,NBA Global Academy/Australia,6-8,205,0,3,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,josh_giddey,2021,2021,N,Y,Y,2021,1,6,N
156,1628983,Shai,Gilgeous-Alexander,Shai Gilgeous-Alexander,"Gilgeous-Alexander, Shai",S. Gilgeous-Alexander,shai-gilgeous-alexander,1998-07-12T00:00:00,Kentucky,Canada,Kentucky/Canada,6-6,180,3,2,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,shai_gilgeous-alexander,2018,2021,N,Y,Y,2018,1,11,N
157,1630264,Anthony,Gill,Anthony Gill,"Gill, Anthony",A. Gill,anthony-gill,1992-10-17T00:00:00,Virginia,USA,Virginia/USA,6-7,230,1,16,Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,anthony_gill,2020,2021,N,Y,Y,Undrafted,Undrafted,Undrafted,N
158,203497,Rudy,Gobert,Rudy Gobert,"Gobert, Rudy",R. Gobert,rudy-gobert,1992-06-26T00:00:00,Cholet,France,Cholet/France,7-1,258,8,27,Center,Active,Y,1610612762,Jazz,UTA,jazz,Utah,rudy_gobert,2013,2021,Y,Y,Y,2013,1,27,N
159,1629164,Brandon,Goodwin,Brandon Goodwin,"Goodwin, Brandon",B. Goodwin,brandon-goodwin,1995-10-02T00:00:00,Florida Gulf Coast,USA,Florida Gulf Coast/USA,6-0,180,3,00,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,brandon_goodwin,2018,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
160,203932,Aaron,Gordon,Aaron Gordon,"Gordon, Aaron",A. Gordon,aaron-gordon,1995-09-16T00:00:00,Arizona,USA,Arizona/USA,6-8,235,7,50,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,aaron_gordon,2014,2021,N,Y,Y,2014,1,4,N
161,201569,Eric,Gordon,Eric Gordon,"Gordon, Eric",E. Gordon,eric-gordon,1988-12-25T00:00:00,Indiana,USA,Indiana/USA,6-3,215,13,10,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,eric_gordon,2008,2021,N,Y,Y,2008,1,7,N
162,1628984,Devonte',Graham,Devonte' Graham,"Graham, Devonte'",D. Graham,devonte-graham,1995-02-22T00:00:00,Kansas,USA,Kansas/USA,6-1,195,3,4,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,devonte_graham,2018,2021,Y,Y,Y,2018,2,34,N
163,203924,Jerami,Grant,Jerami Grant,"Grant, Jerami",J. Grant,jerami-grant,1994-03-12T00:00:00,Syracuse,USA,Syracuse/USA,6-8,210,7,9,Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,jerami_grant,2014,2021,N,Y,Y,2014,2,39,N
164,201980,Danny,Green,Danny Green,"Green, Danny",D. Green,danny-green,1987-06-22T00:00:00,North Carolina,USA,North Carolina/USA,6-6,215,12,14,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,danny_green,2009,2021,Y,Y,Y,2009,2,46,N
165,203110,Draymond,Green,Draymond Green,"Green, Draymond",D. Green,draymond-green,1990-03-04T00:00:00,Michigan State,USA,Michigan State/USA,6-6,230,9,23,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,draymond_green,2012,2021,N,Y,Y,2012,2,35,N
