PERSON_ID,DISPLAY_FIRST_LAST,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,SEASON_EXP,DRAFT_NUMBER,GP,MIN,PTS,REB,AST,STL,BLK,GAME_DATE,SALARY
201568,Danilo Gallinari,Hawks,Forward,6-10,236,Italy,1988-08-08T00:00:00,12,6,728,21779.0,11327.0,3510.0,1414.0,537.0,262.0,APR 19 2022 07:30 PM,20475000
1629636,Darius Garland,Cavaliers,Guard,6-1,192,USA,2000-01-26T00:00:00,2,5,181,6044.0,3142.0,464.0,1141.0,197.0,17.0,Empty,7040880
1630586,Usman Garuba,Rockets,Forward,6-8,229,Spain,2002-03-09T00:00:00,0,23,24,239.0,48.0,83.0,17.0,10.0,11.0,Empty,2353320
1630568,Luka Garza,Pistons,Center,6-10,243,USA,1998-12-27T00:00:00,0,52,32,389.0,186.0,100.0,20.0,9.0,6.0,Empty,925258
200752,Rudy Gay,Jazz,Forward-Guard,6-8,250,USA,1986-08-17T00:00:00,15,8,1064,33745.0,17349.0,6120.0,2223.0,1212.0,780.0,APR 18 2022 08:30 PM,5890000
202331,Paul George,Clippers,Forward,6-8,220,USA,1990-05-02T00:00:00,11,10,737,24741.0,15029.0,4735.0,2641.0,1268.0,324.0,Empty,39344970
201959,Taj Gibson,Knicks,Forward,6-9,232,USA,1985-06-24T00:00:00,12,26,896,21977.0,8088.0,5477.0,880.0,503.0,927.0,Empty,4910000
1630581,Josh Giddey,Thunder,Guard,6-8,205,Australia,2002-10-10T00:00:00,0,6,54,1700.0,674.0,421.0,345.0,51.0,20.0,Empty,5988000
1628983,Shai Gilgeous-Alexander,Thunder,Guard,6-6,180,Canada,1998-07-12T00:00:00,3,11,243,7724.0,4421.0,1088.0,1040.0,273.0,161.0,Empty,5495532
1630264,Anthony Gill,Wizards,Forward,6-7,230,USA,1992-10-17T00:00:00,1,Undrafted,70,681.0,260.0,136.0,38.0,15.0,15.0,Empty,1517981
203497,Rudy Gobert,Jazz,Center,7-1,258,France,1992-06-26T00:00:00,8,27,611,18301.0,7592.0,7119.0,807.0,412.0,1357.0,APR 18 2022 08:30 PM,35344828
1629164,Brandon Goodwin,Cavaliers,Guard,6-0,180,USA,1995-10-02T00:00:00,3,Undrafted,133,1609.0,628.0,211.0,251.0,54.0,5.0,Empty,0
203932,Aaron Gordon,Nuggets,Forward,6-8,235,USA,1995-09-16T00:00:00,7,4,528,15276.0,6887.0,3310.0,1313.0,389.0,335.0,APR 18 2022 10:00 PM,16409091
201569,Eric Gordon,Rockets,Guard,6-3,215,USA,1988-12-25T00:00:00,13,7,749,24259.0,12263.0,1811.0,2121.0,641.0,258.0,Empty,18218818
1628984,Devonte' Graham,Pelicans,Guard,6-1,195,USA,1995-02-22T00:00:00,3,34,240,6708.0,3080.0,600.0,1203.0,204.0,35.0,APR 19 2022 10:00 PM,11000000
203924,Jerami Grant,Pistons,Forward,6-8,210,USA,1994-03-12T00:00:00,7,39,555,14455.0,6329.0,2189.0,747.0,348.0,615.0,Empty,20000000
201980,Danny Green,76ers,Guard,6-6,215,USA,1987-06-22T00:00:00,12,46,819,20741.0,7143.0,2811.0,1270.0,846.0,631.0,APR 18 2022 07:30 PM,10000000
203110,Draymond Green,Warriors,Forward,6-6,230,USA,1990-03-04T00:00:00,9,35,685,19511.0,5960.0,4750.0,3733.0,955.0,711.0,APR 18 2022 10:00 PM,24026712
203210,JaMychal Green,Nuggets,Forward-Center,6-8,227,USA,1990-06-21T00:00:00,7,Undrafted,487,10136.0,3842.0,2781.0,445.0,273.0,203.0,APR 18 2022 10:00 PM,8292683
1630224,Jalen Green,Rockets,Guard,6-4,186,USA,2002-02-09T00:00:00,0,2,67,2138.0,1157.0,226.0,176.0,44.0,18.0,Empty,8992200
1629750,Javonte Green,Bulls,Guard-Forward,6-5,205,USA,1993-07-23T00:00:00,2,Undrafted,154,2461.0,777.0,440.0,103.0,119.0,46.0,APR 20 2022 09:30 PM,1669178
201145,Jeff Green,Nuggets,Forward,6-8,235,USA,1986-08-28T00:00:00,13,5,1051,30464.0,13295.0,4502.0,1625.0,719.0,539.0,APR 18 2022 10:00 PM,4500000
1630182,Josh Green,Mavericks,Guard,6-5,200,Australia,2000-11-16T00:00:00,1,18,106,1484.0,420.0,239.0,107.0,61.0,17.0,APR 18 2022 08:30 PM,2957520
201933,Blake Griffin,Nets,Forward,6-9,250,USA,1989-03-16T00:00:00,11,1,724,23817.0,14343.0,5954.0,2994.0,612.0,350.0,APR 20 2022 07:00 PM,32405817
1629656,Quentin Grimes,Knicks,Guard,6-4,210,USA,2000-05-08T00:00:00,0,25,46,786.0,275.0,94.0,44.0,31.0,11.0,Empty,2168760
1629060,Rui Hachimura,Wizards,Forward,6-8,230,Japan,1998-02-08T00:00:00,2,9,147,4185.0,1913.0,766.0,217.0,104.0,24.0,Empty,4916160
1630169,Tyrese Haliburton,Pacers,Guard,6-5,185,USA,2000-02-29T00:00:00,1,12,135,4440.0,1934.0,484.0,937.0,211.0,77.0,Empty,4023600
1630181,R.J. Hampton,Magic,Guard,6-4,175,USA,2001-02-07T00:00:00,1,24,115,2291.0,843.0,373.0,245.0,63.0,23.0,Empty,2303040
203501,Tim Hardaway Jr.,Mavericks,Guard-Forward,6-5,205,USA,1992-03-16T00:00:00,8,24,586,15838.0,8149.0,1650.0,1095.0,366.0,83.0,APR 18 2022 08:30 PM,21306816
201935,James Harden,76ers,Guard,6-5,220,USA,1989-08-26T00:00:00,12,3,942,32616.0,23477.0,5294.0,6397.0,1449.0,512.0,APR 18 2022 07:30 PM,43848000
203090,Maurice Harkless,Kings,Forward-Guard,6-7,220,USA,1993-05-11T00:00:00,9,15,621,14019.0,4259.0,2198.0,572.0,583.0,399.0,Empty,4347600
1629607,Jared Harper,Pelicans,Guard,5-10,175,USA,1997-09-14T00:00:00,2,Undrafted,16,67.0,42.0,4.0,15.0,4.0,1.0,APR 19 2022 10:00 PM,0
1626149,Montrezl Harrell,Hornets,Forward-Center,6-7,240,USA,1994-01-26T00:00:00,6,32,458,9863.0,5900.0,2429.0,642.0,252.0,379.0,Empty,9720900
203914,Gary Harris,Magic,Guard,6-4,210,USA,1994-09-14T00:00:00,7,19,468,13474.0,5526.0,1162.0,965.0,547.0,101.0,Empty,20482143
203925,Joe Harris,Nets,Guard-Forward,6-6,220,USA,1991-09-06T00:00:00,7,33,414,10602.0,4584.0,1344.0,679.0,204.0,80.0,APR 20 2022 07:00 PM,17357143
202699,Tobias Harris,76ers,Forward,6-7,226,USA,1992-07-15T00:00:00,10,19,753,23619.0,12313.0,4660.0,1728.0,557.0,396.0,APR 18 2022 07:30 PM,36000000
1628404,Josh Hart,Trail Blazers,Guard,6-5,215,USA,1995-03-06T00:00:00,4,30,296,8071.0,2918.0,1701.0,614.0,273.0,104.0,Empty,12000000
1628392,Isaiah Hartenstein,Clippers,Center-Forward,7-0,250,Germany,1998-05-05T00:00:00,3,43,165,2262.0,959.0,650.0,248.0,85.0,140.0,Empty,3430810
2617,Udonis Haslem,Heat,Forward,6-8,235,USA,1980-06-09T00:00:00,18,Undrafted,872,21650.0,6559.0,5780.0,733.0,423.0,250.0,APR 19 2022 07:30 PM,2641691
1630573,Sam Hauser,Celtics,Forward,6-7,217,USA,1997-12-08T00:00:00,0,Undrafted,26,158.0,65.0,29.0,10.0,1.0,2.0,APR 20 2022 07:00 PM,313737
1629637,Jaxson Hayes,Pelicans,Center-Forward,6-11,220,USA,2000-05-23T00:00:00,2,8,194,3441.0,1575.0,831.0,134.0,84.0,148.0,APR 19 2022 10:00 PM,5348280
1630165,Killian Hayes,Pistons,Guard,6-5,195,France,2001-07-27T00:00:00,1,7,92,2317.0,629.0,279.0,415.0,105.0,45.0,Empty,5572680
202330,Gordon Hayward,Hornets,Forward,6-7,225,USA,1990-03-23T00:00:00,11,9,734,22831.0,11454.0,3302.0,2576.0,726.0,296.0,Empty,29900000
1627823,Juancho Hernangomez,Jazz,Forward,6-9,214,Spain,1995-09-28T00:00:00,5,15,297,4655.0,1589.0,1008.0,191.0,115.0,65.0,APR 18 2022 08:30 PM,6175440
1626195,Willy Hernangomez,Pelicans,Center-Forward,6-11,250,Spain,1994-05-27T00:00:00,5,35,306,4691.0,2262.0,1802.0,331.0,128.0,121.0,APR 19 2022 10:00 PM,2327220
1629639,Tyler Herro,Heat,Guard,6-5,195,USA,2000-01-20T00:00:00,2,13,175,5294.0,2925.0,821.0,568.0,113.0,34.0,APR 19 2022 07:30 PM,4004280
1627741,Buddy Hield,Pacers,Guard,6-4,220,Bahamas,1992-12-17T00:00:00,5,6,468,13675.0,7463.0,2003.0,1180.0,383.0,136.0,Empty,22477273
1629312,Haywood Highsmith,Heat,Forward,6-4,220,USA,1996-12-09T00:00:00,1,,24,203.0,52.0,31.0,8.0,3.0,3.0,APR 19 2022 07:30 PM,290967
201588,George Hill,Bucks,Guard,6-4,188,USA,1986-05-04T00:00:00,13,26,869,23668.0,9313.0,2646.0,2697.0,780.0,227.0,APR 20 2022 09:30 PM,4000000
1630792,Malcolm Hill,Bulls,Forward,6-6,220,USA,1995-10-26T00:00:00,0,Undrafted,19,212.0,72.0,35.0,8.0,7.0,3.0,APR 20 2022 09:30 PM,0
1630207,Nate Hinton,Pacers,Guard-Forward,6-5,210,USA,1999-06-08T00:00:00,1,Undrafted,23,96.0,41.0,9.0,8.0,7.0,2.0,Empty,0
1628988,Aaron Holiday,Suns,Guard,6-0,185,USA,1996-09-30T00:00:00,3,23,245,4460.0,1796.0,434.0,588.0,164.0,51.0,APR 19 2022 10:00 PM,3980551
201950,Jrue Holiday,Bucks,Guard,6-3,205,USA,1990-06-12T00:00:00,12,17,839,27816.0,13586.0,3361.0,5373.0,1267.0,430.0,APR 20 2022 09:30 PM,30133333
203200,Justin Holiday,Kings,Forward-Guard,6-6,180,USA,1989-04-05T00:00:00,8,Undrafted,576,14149.0,5005.0,1700.0,860.0,559.0,255.0,Empty,6006420
1626158,Richaun Holmes,Kings,Forward,6-10,235,USA,1993-10-15T00:00:00,6,37,376,7922.0,3605.0,2167.0,403.0,220.0,396.0,Empty,10384500
203918,Rodney Hood,Clippers,Guard-Forward,6-8,208,USA,1992-10-20T00:00:00,7,23,448,10978.0,4656.0,1160.0,736.0,301.0,80.0,Empty,2239544
201143,Al Horford,Celtics,Center-Forward,6-9,240,Dominican Republic,1986-06-03T00:00:00,14,3,950,30598.0,12989.0,7772.0,3144.0,762.0,1126.0,APR 20 2022 07:00 PM,27000000
1629659,Talen Horton-Tucker,Lakers,Guard,6-4,234,USA,2000-11-25T00:00:00,2,46,131,2896.0,1216.0,369.0,346.0,130.0,51.0,Empty,9500000
1627863,Danuel House Jr.,Jazz,Forward-Guard,6-6,220,USA,1993-06-07T00:00:00,5,Undrafted,204,4954.0,1743.0,727.0,263.0,136.0,84.0,APR 18 2022 08:30 PM,2045094
2730,Dwight Howard,Lakers,Center-Forward,6-10,265,USA,1985-12-08T00:00:00,17,1,1242,39456.0,19485.0,14627.0,1676.0,1081.0,2228.0,Empty,2641691
1630210,Markus Howard,Nuggets,Guard,5-10,175,USA,1999-03-03T00:00:00,1,Undrafted,68,381.0,231.0,33.0,25.0,13.0,1.0,APR 18 2022 10:00 PM,0
1628989,Kevin Huerter,Hawks,Guard-Forward,6-7,198,USA,1998-08-27T00:00:00,3,19,274,8123.0,3125.0,958.0,871.0,253.0,96.0,APR 19 2022 07:30 PM,4253357
1630190,Elijah Hughes,Trail Blazers,Guard,6-5,215,USA,1998-03-10T00:00:00,1,39,54,498.0,157.0,67.0,28.0,15.0,9.0,Empty,1517981
1630624,Feron Hunt,Knicks,Forward,6-8,195,USA,1999-07-05T00:00:00,0,Undrafted,2,8.0,0.0,1.0,1.0,1.0,0.0,Empty,0
1629631,De'Andre Hunter,Hawks,Forward-Guard,6-8,221,USA,1997-12-02T00:00:00,2,4,139,4273.0,1831.0,572.0,224.0,99.0,51.0,APR 19 2022 07:30 PM,7775400
1630538,Bones Hyland,Nuggets,Guard,6-2,169,USA,2000-09-14T00:00:00,0,26,69,1310.0,698.0,188.0,191.0,41.0,20.0,APR 18 2022 10:00 PM,2096880
201586,Serge Ibaka,Bucks,Forward,6-10,235,Republic of the Congo,1989-09-18T00:00:00,12,24,903,24942.0,10962.0,6469.0,745.0,371.0,1752.0,APR 20 2022 09:30 PM,9742000
2738,Andre Iguodala,Warriors,Guard-Forward,6-6,215,USA,1984-01-28T00:00:00,17,9,1223,39393.0,13951.0,6030.0,5128.0,1761.0,630.0,APR 18 2022 10:00 PM,2641691
204060,Joe Ingles,Trail Blazers,Forward-Guard,6-8,220,Australia,1987-10-02T00:00:00,7,Undrafted,590,15157.0,5094.0,1914.0,2213.0,544.0,90.0,Empty,14000000
1627742,Brandon Ingram,Pelicans,Forward,6-8,190,USA,1997-09-02T00:00:00,5,2,368,12079.0,6812.0,1896.0,1412.0,260.0,210.0,APR 19 2022 10:00 PM,29467800
202681,Kyrie Irving,Nets,Guard,6-2,195,Australia,1992-03-23T00:00:00,10,1,611,20804.0,14089.0,2339.0,3504.0,816.0,241.0,APR 20 2022 07:00 PM,34916200
1628371,Jonathan Isaac,Magic,Forward,6-10,230,USA,1997-10-03T00:00:00,3,6,136,3512.0,1269.0,741.0,146.0,145.0,206.0,Empty,17400000
1628402,Frank Jackson,Pistons,Guard,6-3,205,USA,1998-05-04T00:00:00,3,31,213,3868.0,1816.0,390.0,221.0,84.0,16.0,Empty,3000000
1630543,Isaiah Jackson,Pacers,Forward,6-10,205,USA,2002-01-10T00:00:00,0,22,36,541.0,297.0,149.0,10.0,25.0,52.0,Empty,2451120
1628367,Josh Jackson,Kings,Guard-Forward,6-8,207,USA,1997-02-10T00:00:00,4,4,291,6718.0,3276.0,1159.0,534.0,251.0,169.0,Empty,5005350
202704,Reggie Jackson,Clippers,Guard,6-2,208,USA,1990-04-16T00:00:00,10,24,703,18001.0,9183.0,2122.0,3020.0,486.0,88.0,Empty,10384500
1628991,Jaren Jackson Jr.,Grizzlies,Forward-Center,6-11,242,USA,1999-09-15T00:00:00,3,4,204,5521.0,3218.0,1050.0,240.0,177.0,369.0,APR 19 2022 08:30 PM,9180560
2544,LeBron James,Lakers,Forward,6-9,250,USA,1984-12-30T00:00:00,18,1,1366,52138.0,37062.0,10210.0,10045.0,2136.0,1041.0,Empty,41180544
1629660,Ty Jerome,Thunder,Guard-Forward,6-5,195,USA,1997-07-08T00:00:00,2,24,112,1916.0,795.0,215.0,273.0,65.0,14.0,Empty,2412840
1630198,Isaiah Joe,76ers,Guard,6-4,165,USA,1999-07-02T00:00:00,1,49,96,992.0,351.0,92.0,55.0,26.0,7.0,APR 18 2022 07:30 PM,1517981
1629661,Cameron Johnson,Suns,Forward,6-8,210,USA,1996-03-03T00:00:00,2,11,183,4423.0,1899.0,659.0,254.0,130.0,52.0,APR 19 2022 10:00 PM,4437000
1630525,David Johnson,Raptors,Guard,6-4,203,USA,2001-02-26T00:00:00,0,47,2,2.0,0.0,0.0,0.0,0.0,0.0,APR 18 2022 07:30 PM,0
1630552,Jalen Johnson,Hawks,Forward,6-8,219,USA,2001-12-18T00:00:00,0,20,22,120.0,52.0,26.0,3.0,3.0,2.0,APR 19 2022 07:30 PM,2659560
1629640,Keldon Johnson,Spurs,Forward-Guard,6-6,220,USA,1999-10-11T00:00:00,2,29,161,4660.0,2313.0,926.0,294.0,112.0,40.0,Empty,2145720
1630553,Keon Johnson,Trail Blazers,Guard,6-4,185,USA,2002-03-10T00:00:00,0,21,37,696.0,267.0,81.0,76.0,28.0,12.0,Empty,2553120
1626169,Stanley Johnson,Lakers,Forward-Guard,6-6,242,USA,1996-05-29T00:00:00,6,8,419,8408.0,2632.0,1309.0,612.0,367.0,100.0,Empty,888616
203999,Nikola Jokic,Nuggets,Center,6-11,284,Serbia,1995-02-19T00:00:00,6,41,527,16015.0,10364.0,5456.0,3281.0,627.0,376.0,APR 18 2022 10:00 PM,30510423
1627745,Damian Jones,Kings,Center,6-11,245,USA,1995-06-30T00:00:00,5,30,199,3033.0,1117.0,685.0,163.0,77.0,148.0,Empty,1977011
1630529,Herbert Jones,Pelicans,Forward,6-7,206,USA,1998-10-06T00:00:00,0,35,78,2335.0,742.0,296.0,167.0,130.0,60.0,APR 19 2022 10:00 PM,1700000
1630539,Kai Jones,Hornets,Center-Forward,6-10,221,Bahamas,2001-01-19T00:00:00,0,19,21,63.0,22.0,11.0,4.0,1.0,2.0,Empty,2770560
1630222,Mason Jones,Lakers,Guard,6-4,200,USA,1998-07-21T00:00:00,1,Undrafted,36,385.0,195.0,65.0,46.0,9.0,1.0,Empty,0
1630200,Tre Jones,Spurs,Guard,6-1,185,USA,2000-01-08T00:00:00,1,41,106,1417.0,507.0,176.0,272.0,50.0,7.0,Empty,1517981
1626145,Tyus Jones,Grizzlies,Guard,6-0,196,USA,1996-05-10T00:00:00,6,24,455,8378.0,2807.0,799.0,1691.0,444.0,33.0,APR 19 2022 08:30 PM,7522200
1627884,Derrick Jones Jr.,Bulls,Forward,6-6,210,USA,1997-02-15T00:00:00,5,Undrafted,280,5537.0,1833.0,964.0,197.0,184.0,193.0,APR 20 2022 09:30 PM,9720900
201599,DeAndre Jordan,76ers,Center,6-11,265,USA,1988-07-21T00:00:00,13,35,980,26195.0,8933.0,10142.0,932.0,537.0,1501.0,APR 18 2022 07:30 PM,11109327
202709,Cory Joseph,Pistons,Guard,6-3,200,Canada,1991-08-20T00:00:00,10,29,728,16161.0,5161.0,1884.0,2186.0,562.0,167.0,Empty,7310000
1628379,Luke Kennard,Clippers,Guard,6-5,206,USA,1996-06-24T00:00:00,4,12,297,6973.0,2966.0,847.0,603.0,147.0,44.0,Empty,12727273
1630296,Braxton Key,Pistons,Forward,6-8,225,USA,1997-02-14T00:00:00,0,Undrafted,11,197.0,79.0,50.0,11.0,10.0,11.0,Empty,0
1630557,Corey Kispert,Wizards,Forward,6-6,224,USA,1999-03-03T00:00:00,0,15,77,1801.0,634.0,209.0,85.0,35.0,22.0,Empty,3383640
1628467,Maxi Kleber,Mavericks,Forward,6-10,240,Germany,1992-01-29T00:00:00,4,Undrafted,326,7389.0,2307.0,1561.0,345.0,141.0,301.0,APR 18 2022 08:30 PM,8750000
1630233,Nathan Knight,Timberwolves,Forward-Center,6-10,253,USA,1997-09-20T00:00:00,1,Undrafted,70,546.0,262.0,157.0,30.0,16.0,18.0,APR 19 2022 08:30 PM,0
1628995,Kevin Knox II,Hawks,Forward,6-7,215,USA,1999-08-11T00:00:00,3,9,212,4011.0,1638.0,624.0,172.0,82.0,60.0,APR 19 2022 07:30 PM,0
1629723,John Konchar,Grizzlies,Guard,6-5,210,USA,1996-03-22T00:00:00,2,Undrafted,134,2048.0,587.0,504.0,178.0,82.0,34.0,APR 19 2022 08:30 PM,2197674
1627788,Furkan Korkmaz,76ers,Guard-Forward,6-7,202,Turkey,1997-07-24T00:00:00,4,26,256,4793.0,2016.0,574.0,344.0,154.0,37.0,APR 18 2022 07:30 PM,4629630
1628436,Luke Kornet,Celtics,Center-Forward,7-2,250,USA,1995-07-15T00:00:00,4,Undrafted,148,2120.0,807.0,379.0,145.0,51.0,119.0,APR 20 2022 07:00 PM,606702
1630249,Vit Krejci,Thunder,Guard,6-8,195,Czech Republic,2000-06-19T00:00:00,0,37,30,690.0,187.0,101.0,57.0,19.0,8.0,Empty,925258
1629083,Arnoldas Kulboka,Hornets,Forward,6-10,209,Lithuania,1998-01-04T00:00:00,0,55,2,5.0,0.0,0.0,0.0,0.0,0.0,Empty,0
1630228,Jonathan Kuminga,Warriors,Forward,6-7,225,DRC,2002-10-06T00:00:00,0,7,70,1185.0,652.0,234.0,64.0,31.0,22.0,APR 18 2022 10:00 PM,5466360
1628398,Kyle Kuzma,Wizards,Forward,6-9,221,USA,1995-07-24T00:00:00,4,27,342,10399.0,5336.0,2116.0,759.0,195.0,184.0,Empty,13000000
203897,Zach LaVine,Bulls,Guard-Forward,6-5,200,USA,1995-03-10T00:00:00,7,13,478,15218.0,9466.0,1876.0,1860.0,423.0,145.0,APR 20 2022 09:30 PM,19500000
1630237,Anthony Lamb,Rockets,Forward,6-6,227,USA,1998-01-20T00:00:00,1,Undrafted,26,423.0,133.0,71.0,25.0,6.0,5.0,Empty,0
203087,Jeremy Lamb,Kings,Guard-Forward,6-5,180,USA,1992-05-30T00:00:00,9,12,573,11896.0,5805.0,2073.0,904.0,417.0,218.0,Empty,10500000
1629111,Jock Landale,Spurs,Center,6-11,255,Australia,1995-10-25T00:00:00,0,Undrafted,54,589.0,265.0,138.0,45.0,10.0,14.0,Empty,925258
1629641,Romeo Langford,Spurs,Guard-Forward,6-5,216,USA,1999-10-25T00:00:00,2,14,98,1424.0,353.0,184.0,47.0,36.0,29.0,Empty,3804360
1627774,Jake Layman,Timberwolves,Forward,6-8,209,USA,1994-03-07T00:00:00,5,47,243,3099.0,1175.0,417.0,127.0,99.0,71.0,APR 19 2022 08:30 PM,3940184
1627747,Caris LeVert,Cavaliers,Guard,6-6,205,USA,1994-08-25T00:00:00,5,20,318,8759.0,4649.0,1216.0,1257.0,343.0,107.0,Empty,17500000
1627814,Damion Lee,Warriors,Guard-Forward,6-5,210,USA,1992-10-21T00:00:00,4,Undrafted,216,4538.0,1780.0,757.0,311.0,159.0,21.0,APR 18 2022 10:00 PM,1910860
1630240,Saben Lee,Pistons,Guard,6-2,183,USA,1999-06-23T00:00:00,1,38,85,1384.0,475.0,184.0,281.0,68.0,25.0,Empty,1489065
203458,Alex Len,Kings,Center,7-0,250,Ukraine,1993-06-16T00:00:00,8,5,570,10770.0,4371.0,3341.0,489.0,224.0,550.0,Empty,3731707
202695,Kawhi Leonard,Clippers,Forward,6-7,225,USA,1991-06-29T00:00:00,10,15,576,18025.0,11085.0,3689.0,1672.0,1013.0,367.0,Empty,39344900
1630575,Scottie Lewis,Hornets,Guard,6-5,185,USA,2000-03-12T00:00:00,0,56,2,7.0,1.0,0.0,1.0,1.0,0.0,Empty,0
1630184,Kira Lewis Jr.,Pelicans,Guard,6-1,170,USA,2001-04-06T00:00:00,1,13,78,1246.0,484.0,110.0,173.0,49.0,11.0,APR 19 2022 10:00 PM,3822240
203081,Damian Lillard,Trail Blazers,Guard,6-2,195,USA,1990-07-15T00:00:00,9,6,711,25832.0,17510.0,2976.0,4726.0,682.0,221.0,Empty,39344900
1629642,Nassir Little,Trail Blazers,Forward-Guard,6-5,220,USA,2000-02-11T00:00:00,2,25,138,2301.0,802.0,472.0,99.0,43.0,63.0,Empty,2316240
1630587,Isaiah Livers,Pistons,Forward,6-6,232,USA,1998-07-28T00:00:00,0,42,19,383.0,121.0,57.0,21.0,13.0,7.0,Empty,1057260
1626172,Kevon Looney,Warriors,Forward,6-9,222,USA,1996-02-06T00:00:00,6,30,367,6014.0,1721.0,1750.0,498.0,178.0,206.0,APR 18 2022 10:00 PM,5178572
201572,Brook Lopez,Bucks,Center,7-0,282,USA,1988-04-01T00:00:00,13,10,868,26193.0,14247.0,5407.0,1245.0,503.0,1530.0,APR 20 2022 09:30 PM,13302325
201577,Robin Lopez,Magic,Center,7-0,281,USA,1988-04-01T00:00:00,13,15,939,20573.0,8196.0,4604.0,796.0,216.0,1034.0,Empty,5000000
1629712,Didi Louzada,Trail Blazers,Guard,6-5,188,Brazil,1999-07-02T00:00:00,1,35,12,186.0,43.0,20.0,8.0,4.0,2.0,Empty,1786878
201567,Kevin Love,Cavaliers,Forward-Center,6-8,251,USA,1988-09-07T00:00:00,13,5,812,25089.0,14305.0,8666.0,1919.0,528.0,342.0,Empty,31300000
200768,Kyle Lowry,Heat,Guard,6-0,196,USA,1986-03-25T00:00:00,15,24,1023,32616.0,15116.0,4475.0,6469.0,1350.0,298.0,APR 19 2022 07:30 PM,26984128
1630994,Gabriel Lundberg,Suns,Guard,6-4,203,Denmark,1994-12-04T00:00:00,0,Undrafted,4,44.0,13.0,7.0,11.0,3.0,0.0,APR 19 2022 10:00 PM,0
1627789,Timothe Luwawu-Cabarrot,Hawks,Guard-Forward,6-7,215,France,1995-05-09T00:00:00,5,24,328,5254.0,1937.0,656.0,293.0,132.0,42.0,APR 19 2022 07:30 PM,1939350
1626168,Trey Lyles,Kings,Forward,6-9,234,Canada,1995-11-05T00:00:00,6,12,449,8216.0,3503.0,1953.0,477.0,175.0,156.0,Empty,2500000
1630177,Theo Maledon,Thunder,Guard,6-4,175,France,2001-06-12T00:00:00,1,34,116,2686.0,1019.0,342.0,338.0,87.0,22.0,Empty,2000000
1630572,Sandro Mamukelashvili,Bucks,Forward-Center,6-9,240,Georgia,1999-05-23T00:00:00,0,54,41,407.0,154.0,82.0,22.0,9.0,9.0,APR 20 2022 09:30 PM,0
1629611,Terance Mann,Clippers,Guard-Forward,6-5,215,USA,1996-10-18T00:00:00,2,48,189,3942.0,1443.0,722.0,366.0,95.0,39.0,Empty,1782621
1630544,Tre Mann,Thunder,Guard,6-3,178,USA,2001-02-03T00:00:00,0,18,60,1367.0,625.0,171.0,91.0,47.0,12.0,Empty,2901240
1626246,Boban Marjanovic,Mavericks,Center,7-3,290,Serbia,1988-08-15T00:00:00,6,Undrafted,286,2641.0,1688.0,1097.0,139.0,54.0,92.0,APR 18 2022 08:30 PM,3500000
1628374,Lauri Markkanen,Cavaliers,Forward-Center,6-11,240,Finland,1997-05-22T00:00:00,4,7,282,8389.0,4339.0,1904.0,354.0,189.0,141.0,Empty,15690909
1630230,Naji Marshall,Pelicans,Forward,6-7,220,USA,1998-01-24T00:00:00,1,Undrafted,87,1435.0,559.0,290.0,150.0,59.0,18.0,APR 19 2022 10:00 PM,1517981
1628997,Caleb Martin,Heat,Forward,6-5,205,USA,1995-09-28T00:00:00,2,Undrafted,131,2507.0,926.0,409.0,154.0,107.0,49.0,APR 19 2022 07:30 PM,527614
1628998,Cody Martin,Hornets,Forward,6-6,205,USA,1995-09-28T00:00:00,2,36,171,3618.0,989.0,604.0,360.0,164.0,53.0,Empty,1782621
1630231,Kenyon Martin Jr.,Rockets,Forward,6-5,215,USA,2001-01-06T00:00:00,1,52,124,2724.0,1115.0,539.0,149.0,64.0,81.0,Empty,1517981
1629726,Garrison Mathews,Rockets,Guard,6-5,215,USA,1996-10-24T00:00:00,2,Undrafted,147,2977.0,1102.0,301.0,100.0,94.0,32.0,Empty,1093598
202083,Wesley Matthews,Bucks,Guard,6-4,220,USA,1986-10-14T00:00:00,12,Undrafted,898,27347.0,10921.0,2591.0,1786.0,889.0,180.0,APR 20 2022 09:30 PM,1958501
1630178,Tyrese Maxey,76ers,Guard,6-2,200,USA,2000-11-04T00:00:00,1,21,136,3586.0,1799.0,344.0,441.0,81.0,45.0,APR 18 2022 07:30 PM,2602920
1630219,Skylar Mays,Hawks,Guard,6-4,205,USA,1997-09-05T00:00:00,1,50,61,489.0,204.0,60.0,47.0,21.0,2.0,APR 19 2022 07:30 PM,34231
1630540,Miles McBride,Knicks,Guard,6-1,195,USA,2000-09-08T00:00:00,0,36,40,372.0,89.0,42.0,41.0,14.0,1.0,Empty,925258
1630644,Mac McClung,Lakers,Guard,6-2,185,USA,1999-01-06T00:00:00,0,Undrafted,2,24.0,8.0,3.0,1.0,1.0,1.0,Empty,0
203468,CJ McCollum,Pelicans,Guard,6-3,190,USA,1991-09-19T00:00:00,8,10,590,18625.0,11341.0,2041.0,2044.0,526.0,223.0,APR 19 2022 10:00 PM,30864198
204456,T.J. McConnell,Pacers,Guard,6-1,190,USA,1992-03-25T00:00:00,6,,481,10691.0,3299.0,1436.0,2404.0,613.0,94.0,Empty,7500000
