PERSON_ID,DISPLAY_FIRST_LAST,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,AGE,SEASON_EXP,DRAFT_NUMBER,GP,MIN,PTS,REB,AST,STL,BLK,GAME_DATE,SALARY
1629117,Wenyen Gabriel,Lakers,Forward,205.74,92.988,South Sudan,1997-03-26,"25 years, 0 months, 24 days",2,Undrafted,77,835.0,276.0,203.0,33.0,25.0,26.0,Empty,29814
1629655,Daniel Gafford,Wizards,Forward,205.74,106.142,USA,1998-10-01,"23 years, 6 months, 18 days",2,38,169,2844.0,1277.0,744.0,118.0,69.0,230.0,Empty,1782621
201568,Danilo Gallinari,Hawks,Forward,208.28,107.05,Italy,1988-08-08,"33 years, 8 months, 11 days",12,6,728,21779.0,11327.0,3510.0,1414.0,537.0,262.0,2022-04-19 07:30:00,20475000
1629636,Darius Garland,Cavaliers,Guard,185.42,87.091,USA,2000-01-26,"22 years, 2 months, 24 days",2,5,181,6044.0,3142.0,464.0,1141.0,197.0,17.0,Empty,7040880
1630586,Usman Garuba,Rockets,Forward,203.2,103.874,Spain,2002-03-09,"20 years, 1 months, 10 days",0,23,24,239.0,48.0,83.0,17.0,10.0,11.0,Empty,2353320
1630568,Luka Garza,Pistons,Center,208.28,110.225,USA,1998-12-27,"23 years, 3 months, 23 days",0,52,32,389.0,186.0,100.0,20.0,9.0,6.0,Empty,925258
200752,Rudy Gay,Jazz,Forward,203.2,113.4,USA,1986-08-17,"35 years, 8 months, 2 days",15,8,1064,33745.0,17349.0,6120.0,2223.0,1212.0,780.0,2022-04-18 08:30:00,5890000
202331,Paul George,Clippers,Forward,203.2,99.792,USA,1990-05-02,"31 years, 11 months, 17 days",11,10,737,24741.0,15029.0,4735.0,2641.0,1268.0,324.0,Empty,39344970
201959,Taj Gibson,Knicks,Forward,205.74,105.235,USA,1985-06-24,"36 years, 9 months, 26 days",12,26,896,21977.0,8088.0,5477.0,880.0,503.0,927.0,Empty,4910000
1630581,Josh Giddey,Thunder,Guard,203.2,92.988,Australia,2002-10-10,"19 years, 6 months, 9 days",0,6,54,1700.0,674.0,421.0,345.0,51.0,20.0,Empty,5988000
1628983,Shai Gilgeous-Alexander,Thunder,Guard,198.12,81.648,Canada,1998-07-12,"23 years, 9 months, 7 days",3,11,243,7724.0,4421.0,1088.0,1040.0,273.0,161.0,Empty,5495532
1630264,Anthony Gill,Wizards,Forward,200.66,104.328,USA,1992-10-17,"29 years, 6 months, 2 days",1,Undrafted,70,681.0,260.0,136.0,38.0,15.0,15.0,Empty,1517981
203497,Rudy Gobert,Jazz,Center,215.9,117.029,France,1992-06-26,"29 years, 9 months, 24 days",8,27,611,18301.0,7592.0,7119.0,807.0,412.0,1357.0,2022-04-18 08:30:00,35344828
203932,Aaron Gordon,Nuggets,Forward,203.2,106.596,USA,1995-09-16,"26 years, 7 months, 3 days",7,4,528,15276.0,6887.0,3310.0,1313.0,389.0,335.0,2022-04-18 10:00:00,16409091
201569,Eric Gordon,Rockets,Guard,190.5,97.524,USA,1988-12-25,"33 years, 3 months, 25 days",13,7,749,24259.0,12263.0,1811.0,2121.0,641.0,258.0,Empty,18218818
1628984,Devonte' Graham,Pelicans,Guard,185.42,88.452,USA,1995-02-22,"27 years, 1 months, 28 days",3,34,240,6708.0,3080.0,600.0,1203.0,204.0,35.0,2022-04-19 10:00:00,11000000
203924,Jerami Grant,Pistons,Forward,203.2,95.256,USA,1994-03-12,"28 years, 1 months, 7 days",7,39,555,14455.0,6329.0,2189.0,747.0,348.0,615.0,Empty,20000000
201980,Danny Green,76ers,Guard,198.12,97.524,USA,1987-06-22,"34 years, 9 months, 28 days",12,46,819,20741.0,7143.0,2811.0,1270.0,846.0,631.0,2022-04-18 07:30:00,10000000
203110,Draymond Green,Warriors,Forward,198.12,104.328,USA,1990-03-04,"32 years, 1 months, 15 days",9,35,685,19511.0,5960.0,4750.0,3733.0,955.0,711.0,2022-04-18 10:00:00,24026712
203210,JaMychal Green,Nuggets,Forward,203.2,102.967,USA,1990-06-21,"31 years, 9 months, 29 days",7,Undrafted,487,10136.0,3842.0,2781.0,445.0,273.0,203.0,2022-04-18 10:00:00,8292683
1630224,Jalen Green,Rockets,Guard,193.04,84.37,USA,2002-02-09,"20 years, 2 months, 10 days",0,2,67,2138.0,1157.0,226.0,176.0,44.0,18.0,Empty,8992200
1629750,Javonte Green,Bulls,Guard,195.58,92.988,USA,1993-07-23,"28 years, 8 months, 27 days",2,Undrafted,154,2461.0,777.0,440.0,103.0,119.0,46.0,2022-04-20 09:30:00,1669178
201145,Jeff Green,Nuggets,Forward,203.2,106.596,USA,1986-08-28,"35 years, 7 months, 22 days",13,5,1051,30464.0,13295.0,4502.0,1625.0,719.0,539.0,2022-04-18 10:00:00,4500000
1630182,Josh Green,Mavericks,Guard,195.58,90.72,Australia,2000-11-16,"21 years, 5 months, 3 days",1,18,106,1484.0,420.0,239.0,107.0,61.0,17.0,2022-04-18 08:30:00,2957520
201933,Blake Griffin,Nets,Forward,205.74,113.4,USA,1989-03-16,"33 years, 1 months, 3 days",11,1,724,23817.0,14343.0,5954.0,2994.0,612.0,350.0,2022-04-20 07:00:00,32405817
1629656,Quentin Grimes,Knicks,Guard,193.04,95.256,USA,2000-05-08,"21 years, 11 months, 11 days",0,25,46,786.0,275.0,94.0,44.0,31.0,11.0,Empty,2168760
1629060,Rui Hachimura,Wizards,Forward,203.2,104.328,Japan,1998-02-08,"24 years, 2 months, 11 days",2,9,147,4185.0,1913.0,766.0,217.0,104.0,24.0,Empty,4916160
1630169,Tyrese Haliburton,Pacers,Guard,195.58,83.916,USA,2000-02-29,"22 years, 1 months, 21 days",1,12,135,4440.0,1934.0,484.0,937.0,211.0,77.0,Empty,4023600
1630181,R.J. Hampton,Magic,Guard,193.04,79.38,USA,2001-02-07,"21 years, 2 months, 12 days",1,24,115,2291.0,843.0,373.0,245.0,63.0,23.0,Empty,2303040
203501,Tim Hardaway Jr.,Mavericks,Guard,195.58,92.988,USA,1992-03-16,"30 years, 1 months, 3 days",8,24,586,15838.0,8149.0,1650.0,1095.0,366.0,83.0,2022-04-18 08:30:00,21306816
201935,James Harden,76ers,Guard,195.58,99.792,USA,1989-08-26,"32 years, 7 months, 24 days",12,3,942,32616.0,23477.0,5294.0,6397.0,1449.0,512.0,2022-04-18 07:30:00,43848000
203090,Maurice Harkless,Kings,Forward,200.66,99.792,USA,1993-05-11,"28 years, 11 months, 8 days",9,15,621,14019.0,4259.0,2198.0,572.0,583.0,399.0,Empty,4347600
1626149,Montrezl Harrell,Hornets,Forward,200.66,108.864,USA,1994-01-26,"28 years, 2 months, 24 days",6,32,458,9863.0,5900.0,2429.0,642.0,252.0,379.0,Empty,9720900
203914,Gary Harris,Magic,Guard,193.04,95.256,USA,1994-09-14,"27 years, 7 months, 5 days",7,19,468,13474.0,5526.0,1162.0,965.0,547.0,101.0,Empty,20482143
203925,Joe Harris,Nets,Guard,198.12,99.792,USA,1991-09-06,"30 years, 7 months, 13 days",7,33,414,10602.0,4584.0,1344.0,679.0,204.0,80.0,2022-04-20 07:00:00,17357143
202699,Tobias Harris,76ers,Forward,200.66,102.514,USA,1992-07-15,"29 years, 9 months, 4 days",10,19,753,23619.0,12313.0,4660.0,1728.0,557.0,396.0,2022-04-18 07:30:00,36000000
1628404,Josh Hart,Trail Blazers,Guard,195.58,97.524,USA,1995-03-06,"27 years, 1 months, 13 days",4,30,296,8071.0,2918.0,1701.0,614.0,273.0,104.0,Empty,12000000
1628392,Isaiah Hartenstein,Clippers,Center,213.36,113.4,Germany,1998-05-05,"23 years, 11 months, 14 days",3,43,165,2262.0,959.0,650.0,248.0,85.0,140.0,Empty,3430810
2617,Udonis Haslem,Heat,Forward,203.2,106.596,USA,1980-06-09,"41 years, 10 months, 10 days",18,Undrafted,872,21650.0,6559.0,5780.0,733.0,423.0,250.0,2022-04-19 07:30:00,2641691
1630573,Sam Hauser,Celtics,Forward,200.66,98.431,USA,1997-12-08,"24 years, 4 months, 11 days",0,Undrafted,26,158.0,65.0,29.0,10.0,1.0,2.0,2022-04-20 07:00:00,313737
1629637,Jaxson Hayes,Pelicans,Center,210.82,99.792,USA,2000-05-23,"21 years, 10 months, 27 days",2,8,194,3441.0,1575.0,831.0,134.0,84.0,148.0,2022-04-19 10:00:00,5348280
1630165,Killian Hayes,Pistons,Guard,195.58,88.452,France,2001-07-27,"20 years, 8 months, 23 days",1,7,92,2317.0,629.0,279.0,415.0,105.0,45.0,Empty,5572680
202330,Gordon Hayward,Hornets,Forward,200.66,102.06,USA,1990-03-23,"32 years, 0 months, 27 days",11,9,734,22831.0,11454.0,3302.0,2576.0,726.0,296.0,Empty,29900000
1627823,Juancho Hernangomez,Jazz,Forward,205.74,97.07,Spain,1995-09-28,"26 years, 6 months, 22 days",5,15,297,4655.0,1589.0,1008.0,191.0,115.0,65.0,2022-04-18 08:30:00,6175440
1626195,Willy Hernangomez,Pelicans,Center,210.82,113.4,Spain,1994-05-27,"27 years, 10 months, 23 days",5,35,306,4691.0,2262.0,1802.0,331.0,128.0,121.0,2022-04-19 10:00:00,2327220
1629639,Tyler Herro,Heat,Guard,195.58,88.452,USA,2000-01-20,"22 years, 2 months, 30 days",2,13,175,5294.0,2925.0,821.0,568.0,113.0,34.0,2022-04-19 07:30:00,4004280
1627741,Buddy Hield,Pacers,Guard,193.04,99.792,Bahamas,1992-12-17,"29 years, 4 months, 2 days",5,6,468,13675.0,7463.0,2003.0,1180.0,383.0,136.0,Empty,22477273
1629312,Haywood Highsmith,Heat,Forward,193.04,99.792,USA,1996-12-09,"25 years, 4 months, 10 days",1,,24,203.0,52.0,31.0,8.0,3.0,3.0,2022-04-19 07:30:00,290967
201588,George Hill,Bucks,Guard,193.04,85.277,USA,1986-05-04,"35 years, 11 months, 15 days",13,26,869,23668.0,9313.0,2646.0,2697.0,780.0,227.0,2022-04-20 09:30:00,4000000
1628988,Aaron Holiday,Suns,Guard,182.88,83.916,USA,1996-09-30,"25 years, 6 months, 20 days",3,23,245,4460.0,1796.0,434.0,588.0,164.0,51.0,2022-04-19 10:00:00,3980551
201950,Jrue Holiday,Bucks,Guard,190.5,92.988,USA,1990-06-12,"31 years, 10 months, 7 days",12,17,839,27816.0,13586.0,3361.0,5373.0,1267.0,430.0,2022-04-20 09:30:00,30133333
203200,Justin Holiday,Kings,Forward,198.12,81.648,USA,1989-04-05,"33 years, 0 months, 14 days",8,Undrafted,576,14149.0,5005.0,1700.0,860.0,559.0,255.0,Empty,6006420
1626158,Richaun Holmes,Kings,Forward,208.28,106.596,USA,1993-10-15,"28 years, 6 months, 4 days",6,37,376,7922.0,3605.0,2167.0,403.0,220.0,396.0,Empty,10384500
203918,Rodney Hood,Clippers,Guard,203.2,94.349,USA,1992-10-20,"29 years, 5 months, 30 days",7,23,448,10978.0,4656.0,1160.0,736.0,301.0,80.0,Empty,2239544
201143,Al Horford,Celtics,Center,205.74,108.864,Dominican Republic,1986-06-03,"35 years, 10 months, 16 days",14,3,950,30598.0,12989.0,7772.0,3144.0,762.0,1126.0,2022-04-20 07:00:00,27000000
1629659,Talen Horton-Tucker,Lakers,Guard,193.04,106.142,USA,2000-11-25,"21 years, 4 months, 25 days",2,46,131,2896.0,1216.0,369.0,346.0,130.0,51.0,Empty,9500000
1627863,Danuel House Jr.,Jazz,Forward,198.12,99.792,USA,1993-06-07,"28 years, 10 months, 12 days",5,Undrafted,204,4954.0,1743.0,727.0,263.0,136.0,84.0,2022-04-18 08:30:00,2045094
2730,Dwight Howard,Lakers,Center,208.28,120.204,USA,1985-12-08,"36 years, 4 months, 11 days",17,1,1242,39456.0,19485.0,14627.0,1676.0,1081.0,2228.0,Empty,2641691
1628989,Kevin Huerter,Hawks,Guard,200.66,89.813,USA,1998-08-27,"23 years, 7 months, 23 days",3,19,274,8123.0,3125.0,958.0,871.0,253.0,96.0,2022-04-19 07:30:00,4253357
1630190,Elijah Hughes,Trail Blazers,Guard,195.58,97.524,USA,1998-03-10,"24 years, 1 months, 9 days",1,39,54,498.0,157.0,67.0,28.0,15.0,9.0,Empty,1517981
1629631,De'Andre Hunter,Hawks,Forward,203.2,100.246,USA,1997-12-02,"24 years, 4 months, 17 days",2,4,139,4273.0,1831.0,572.0,224.0,99.0,51.0,2022-04-19 07:30:00,7775400
1630538,Bones Hyland,Nuggets,Guard,187.96,76.658,USA,2000-09-14,"21 years, 7 months, 5 days",0,26,69,1310.0,698.0,188.0,191.0,41.0,20.0,2022-04-18 10:00:00,2096880
201586,Serge Ibaka,Bucks,Forward,208.28,106.596,Republic of the Congo,1989-09-18,"32 years, 7 months, 1 days",12,24,903,24942.0,10962.0,6469.0,745.0,371.0,1752.0,2022-04-20 09:30:00,9742000
2738,Andre Iguodala,Warriors,Guard,198.12,97.524,USA,1984-01-28,"38 years, 2 months, 22 days",17,9,1223,39393.0,13951.0,6030.0,5128.0,1761.0,630.0,2022-04-18 10:00:00,2641691
204060,Joe Ingles,Trail Blazers,Forward,203.2,99.792,Australia,1987-10-02,"34 years, 6 months, 17 days",7,Undrafted,590,15157.0,5094.0,1914.0,2213.0,544.0,90.0,Empty,14000000
1627742,Brandon Ingram,Pelicans,Forward,203.2,86.184,USA,1997-09-02,"24 years, 7 months, 17 days",5,2,368,12079.0,6812.0,1896.0,1412.0,260.0,210.0,2022-04-19 10:00:00,29467800
202681,Kyrie Irving,Nets,Guard,187.96,88.452,Australia,1992-03-23,"30 years, 0 months, 27 days",10,1,611,20804.0,14089.0,2339.0,3504.0,816.0,241.0,2022-04-20 07:00:00,34916200
1628371,Jonathan Isaac,Magic,Forward,208.28,104.328,USA,1997-10-03,"24 years, 6 months, 16 days",3,6,136,3512.0,1269.0,741.0,146.0,145.0,206.0,Empty,17400000
1628402,Frank Jackson,Pistons,Guard,190.5,92.988,USA,1998-05-04,"23 years, 11 months, 15 days",3,31,213,3868.0,1816.0,390.0,221.0,84.0,16.0,Empty,3000000
1630543,Isaiah Jackson,Pacers,Forward,208.28,92.988,USA,2002-01-10,"20 years, 3 months, 9 days",0,22,36,541.0,297.0,149.0,10.0,25.0,52.0,Empty,2451120
1628367,Josh Jackson,Kings,Guard,203.2,93.895,USA,1997-02-10,"25 years, 2 months, 9 days",4,4,291,6718.0,3276.0,1159.0,534.0,251.0,169.0,Empty,5005350
202704,Reggie Jackson,Clippers,Guard,187.96,94.349,USA,1990-04-16,"32 years, 0 months, 3 days",10,24,703,18001.0,9183.0,2122.0,3020.0,486.0,88.0,Empty,10384500
1628991,Jaren Jackson Jr.,Grizzlies,Forward,210.82,109.771,USA,1999-09-15,"22 years, 7 months, 4 days",3,4,204,5521.0,3218.0,1050.0,240.0,177.0,369.0,2022-04-19 08:30:00,9180560
2544,LeBron James,Lakers,Forward,205.74,113.4,USA,1984-12-30,"37 years, 3 months, 20 days",18,1,1366,52138.0,37062.0,10210.0,10045.0,2136.0,1041.0,Empty,41180544
1629660,Ty Jerome,Thunder,Guard,195.58,88.452,USA,1997-07-08,"24 years, 9 months, 11 days",2,24,112,1916.0,795.0,215.0,273.0,65.0,14.0,Empty,2412840
1630198,Isaiah Joe,76ers,Guard,193.04,74.844,USA,1999-07-02,"22 years, 9 months, 17 days",1,49,96,992.0,351.0,92.0,55.0,26.0,7.0,2022-04-18 07:30:00,1517981
1629661,Cameron Johnson,Suns,Forward,203.2,95.256,USA,1996-03-03,"26 years, 1 months, 16 days",2,11,183,4423.0,1899.0,659.0,254.0,130.0,52.0,2022-04-19 10:00:00,4437000
1630552,Jalen Johnson,Hawks,Forward,203.2,99.338,USA,2001-12-18,"20 years, 4 months, 1 days",0,20,22,120.0,52.0,26.0,3.0,3.0,2.0,2022-04-19 07:30:00,2659560
1629640,Keldon Johnson,Spurs,Forward,198.12,99.792,USA,1999-10-11,"22 years, 6 months, 8 days",2,29,161,4660.0,2313.0,926.0,294.0,112.0,40.0,Empty,2145720
1630553,Keon Johnson,Trail Blazers,Guard,193.04,83.916,USA,2002-03-10,"20 years, 1 months, 9 days",0,21,37,696.0,267.0,81.0,76.0,28.0,12.0,Empty,2553120
1626169,Stanley Johnson,Lakers,Forward,198.12,109.771,USA,1996-05-29,"25 years, 10 months, 21 days",6,8,419,8408.0,2632.0,1309.0,612.0,367.0,100.0,Empty,888616
203999,Nikola Jokic,Nuggets,Center,210.82,128.822,Serbia,1995-02-19,"27 years, 2 months, 0 days",6,41,527,16015.0,10364.0,5456.0,3281.0,627.0,376.0,2022-04-18 10:00:00,30510423
1627745,Damian Jones,Kings,Center,210.82,111.132,USA,1995-06-30,"26 years, 9 months, 20 days",5,30,199,3033.0,1117.0,685.0,163.0,77.0,148.0,Empty,1977011
1630529,Herbert Jones,Pelicans,Forward,200.66,93.442,USA,1998-10-06,"23 years, 6 months, 13 days",0,35,78,2335.0,742.0,296.0,167.0,130.0,60.0,2022-04-19 10:00:00,1700000
1630539,Kai Jones,Hornets,Center,208.28,100.246,Bahamas,2001-01-19,"21 years, 3 months, 0 days",0,19,21,63.0,22.0,11.0,4.0,1.0,2.0,Empty,2770560
1630200,Tre Jones,Spurs,Guard,185.42,83.916,USA,2000-01-08,"22 years, 3 months, 11 days",1,41,106,1417.0,507.0,176.0,272.0,50.0,7.0,Empty,1517981
1626145,Tyus Jones,Grizzlies,Guard,182.88,88.906,USA,1996-05-10,"25 years, 11 months, 9 days",6,24,455,8378.0,2807.0,799.0,1691.0,444.0,33.0,2022-04-19 08:30:00,7522200
1627884,Derrick Jones Jr.,Bulls,Forward,198.12,95.256,USA,1997-02-15,"25 years, 2 months, 4 days",5,Undrafted,280,5537.0,1833.0,964.0,197.0,184.0,193.0,2022-04-20 09:30:00,9720900
201599,DeAndre Jordan,76ers,Center,210.82,120.204,USA,1988-07-21,"33 years, 8 months, 29 days",13,35,980,26195.0,8933.0,10142.0,932.0,537.0,1501.0,2022-04-18 07:30:00,11109327
202709,Cory Joseph,Pistons,Guard,190.5,90.72,Canada,1991-08-20,"30 years, 7 months, 30 days",10,29,728,16161.0,5161.0,1884.0,2186.0,562.0,167.0,Empty,7310000
1628379,Luke Kennard,Clippers,Guard,195.58,93.442,USA,1996-06-24,"25 years, 9 months, 26 days",4,12,297,6973.0,2966.0,847.0,603.0,147.0,44.0,Empty,12727273
1630557,Corey Kispert,Wizards,Forward,198.12,101.606,USA,1999-03-03,"23 years, 1 months, 16 days",0,15,77,1801.0,634.0,209.0,85.0,35.0,22.0,Empty,3383640
1628467,Maxi Kleber,Mavericks,Forward,208.28,108.864,Germany,1992-01-29,"30 years, 2 months, 21 days",4,Undrafted,326,7389.0,2307.0,1561.0,345.0,141.0,301.0,2022-04-18 08:30:00,8750000
1629723,John Konchar,Grizzlies,Guard,195.58,95.256,USA,1996-03-22,"26 years, 0 months, 28 days",2,Undrafted,134,2048.0,587.0,504.0,178.0,82.0,34.0,2022-04-19 08:30:00,2197674
1627788,Furkan Korkmaz,76ers,Guard,200.66,91.627,Turkey,1997-07-24,"24 years, 8 months, 26 days",4,26,256,4793.0,2016.0,574.0,344.0,154.0,37.0,2022-04-18 07:30:00,4629630
1628436,Luke Kornet,Celtics,Center,218.44,113.4,USA,1995-07-15,"26 years, 9 months, 4 days",4,Undrafted,148,2120.0,807.0,379.0,145.0,51.0,119.0,2022-04-20 07:00:00,606702
1630249,Vit Krejci,Thunder,Guard,203.2,88.452,Czech Republic,2000-06-19,"21 years, 10 months, 0 days",0,37,30,690.0,187.0,101.0,57.0,19.0,8.0,Empty,925258
1630228,Jonathan Kuminga,Warriors,Forward,200.66,102.06,DRC,2002-10-06,"19 years, 6 months, 13 days",0,7,70,1185.0,652.0,234.0,64.0,31.0,22.0,2022-04-18 10:00:00,5466360
1628398,Kyle Kuzma,Wizards,Forward,205.74,100.246,USA,1995-07-24,"26 years, 8 months, 26 days",4,27,342,10399.0,5336.0,2116.0,759.0,195.0,184.0,Empty,13000000
203897,Zach LaVine,Bulls,Guard,195.58,90.72,USA,1995-03-10,"27 years, 1 months, 9 days",7,13,478,15218.0,9466.0,1876.0,1860.0,423.0,145.0,2022-04-20 09:30:00,19500000
203087,Jeremy Lamb,Kings,Guard,195.58,81.648,USA,1992-05-30,"29 years, 10 months, 20 days",9,12,573,11896.0,5805.0,2073.0,904.0,417.0,218.0,Empty,10500000
1629111,Jock Landale,Spurs,Center,210.82,115.668,Australia,1995-10-25,"26 years, 5 months, 25 days",0,Undrafted,54,589.0,265.0,138.0,45.0,10.0,14.0,Empty,925258
1629641,Romeo Langford,Spurs,Guard,195.58,97.978,USA,1999-10-25,"22 years, 5 months, 25 days",2,14,98,1424.0,353.0,184.0,47.0,36.0,29.0,Empty,3804360
1627774,Jake Layman,Timberwolves,Forward,203.2,94.802,USA,1994-03-07,"28 years, 1 months, 12 days",5,47,243,3099.0,1175.0,417.0,127.0,99.0,71.0,2022-04-19 08:30:00,3940184
1627747,Caris LeVert,Cavaliers,Guard,198.12,92.988,USA,1994-08-25,"27 years, 7 months, 25 days",5,20,318,8759.0,4649.0,1216.0,1257.0,343.0,107.0,Empty,17500000
1627814,Damion Lee,Warriors,Guard,195.58,95.256,USA,1992-10-21,"29 years, 5 months, 29 days",4,Undrafted,216,4538.0,1780.0,757.0,311.0,159.0,21.0,2022-04-18 10:00:00,1910860
1630240,Saben Lee,Pistons,Guard,187.96,83.009,USA,1999-06-23,"22 years, 9 months, 27 days",1,38,85,1384.0,475.0,184.0,281.0,68.0,25.0,Empty,1489065
203458,Alex Len,Kings,Center,213.36,113.4,Ukraine,1993-06-16,"28 years, 10 months, 3 days",8,5,570,10770.0,4371.0,3341.0,489.0,224.0,550.0,Empty,3731707
202695,Kawhi Leonard,Clippers,Forward,200.66,102.06,USA,1991-06-29,"30 years, 9 months, 21 days",10,15,576,18025.0,11085.0,3689.0,1672.0,1013.0,367.0,Empty,39344900
1630184,Kira Lewis Jr.,Pelicans,Guard,185.42,77.112,USA,2001-04-06,"21 years, 0 months, 13 days",1,13,78,1246.0,484.0,110.0,173.0,49.0,11.0,2022-04-19 10:00:00,3822240
203081,Damian Lillard,Trail Blazers,Guard,187.96,88.452,USA,1990-07-15,"31 years, 9 months, 4 days",9,6,711,25832.0,17510.0,2976.0,4726.0,682.0,221.0,Empty,39344900
1629642,Nassir Little,Trail Blazers,Forward,195.58,99.792,USA,2000-02-11,"22 years, 2 months, 8 days",2,25,138,2301.0,802.0,472.0,99.0,43.0,63.0,Empty,2316240
1630587,Isaiah Livers,Pistons,Forward,198.12,105.235,USA,1998-07-28,"23 years, 8 months, 22 days",0,42,19,383.0,121.0,57.0,21.0,13.0,7.0,Empty,1057260
1626172,Kevon Looney,Warriors,Forward,205.74,100.699,USA,1996-02-06,"26 years, 2 months, 13 days",6,30,367,6014.0,1721.0,1750.0,498.0,178.0,206.0,2022-04-18 10:00:00,5178572
201572,Brook Lopez,Bucks,Center,213.36,127.915,USA,1988-04-01,"34 years, 0 months, 18 days",13,10,868,26193.0,14247.0,5407.0,1245.0,503.0,1530.0,2022-04-20 09:30:00,13302325
201577,Robin Lopez,Magic,Center,213.36,127.462,USA,1988-04-01,"34 years, 0 months, 18 days",13,15,939,20573.0,8196.0,4604.0,796.0,216.0,1034.0,Empty,5000000
1629712,Didi Louzada,Trail Blazers,Guard,195.58,85.277,Brazil,1999-07-02,"22 years, 9 months, 17 days",1,35,12,186.0,43.0,20.0,8.0,4.0,2.0,Empty,1786878
201567,Kevin Love,Cavaliers,Forward,203.2,113.854,USA,1988-09-07,"33 years, 7 months, 12 days",13,5,812,25089.0,14305.0,8666.0,1919.0,528.0,342.0,Empty,31300000
200768,Kyle Lowry,Heat,Guard,182.88,88.906,USA,1986-03-25,"36 years, 0 months, 25 days",15,24,1023,32616.0,15116.0,4475.0,6469.0,1350.0,298.0,2022-04-19 07:30:00,26984128
1627789,Timothe Luwawu-Cabarrot,Hawks,Guard,200.66,97.524,France,1995-05-09,"26 years, 11 months, 10 days",5,24,328,5254.0,1937.0,656.0,293.0,132.0,42.0,2022-04-19 07:30:00,1939350
1626168,Trey Lyles,Kings,Forward,205.74,106.142,Canada,1995-11-05,"26 years, 5 months, 14 days",6,12,449,8216.0,3503.0,1953.0,477.0,175.0,156.0,Empty,2500000
1630177,Theo Maledon,Thunder,Guard,193.04,79.38,France,2001-06-12,"20 years, 10 months, 7 days",1,34,116,2686.0,1019.0,342.0,338.0,87.0,22.0,Empty,2000000
1629611,Terance Mann,Clippers,Guard,195.58,97.524,USA,1996-10-18,"25 years, 6 months, 1 days",2,48,189,3942.0,1443.0,722.0,366.0,95.0,39.0,Empty,1782621
1630544,Tre Mann,Thunder,Guard,190.5,80.741,USA,2001-02-03,"21 years, 2 months, 16 days",0,18,60,1367.0,625.0,171.0,91.0,47.0,12.0,Empty,2901240
1626246,Boban Marjanovic,Mavericks,Center,220.98,131.544,Serbia,1988-08-15,"33 years, 8 months, 4 days",6,Undrafted,286,2641.0,1688.0,1097.0,139.0,54.0,92.0,2022-04-18 08:30:00,3500000
1628374,Lauri Markkanen,Cavaliers,Forward,210.82,108.864,Finland,1997-05-22,"24 years, 10 months, 28 days",4,7,282,8389.0,4339.0,1904.0,354.0,189.0,141.0,Empty,15690909
1630230,Naji Marshall,Pelicans,Forward,200.66,99.792,USA,1998-01-24,"24 years, 2 months, 26 days",1,Undrafted,87,1435.0,559.0,290.0,150.0,59.0,18.0,2022-04-19 10:00:00,1517981
1628997,Caleb Martin,Heat,Forward,195.58,92.988,USA,1995-09-28,"26 years, 6 months, 22 days",2,Undrafted,131,2507.0,926.0,409.0,154.0,107.0,49.0,2022-04-19 07:30:00,527614
1628998,Cody Martin,Hornets,Forward,198.12,92.988,USA,1995-09-28,"26 years, 6 months, 22 days",2,36,171,3618.0,989.0,604.0,360.0,164.0,53.0,Empty,1782621
1630231,Kenyon Martin Jr.,Rockets,Forward,195.58,97.524,USA,2001-01-06,"21 years, 3 months, 13 days",1,52,124,2724.0,1115.0,539.0,149.0,64.0,81.0,Empty,1517981
1629726,Garrison Mathews,Rockets,Guard,195.58,97.524,USA,1996-10-24,"25 years, 5 months, 26 days",2,Undrafted,147,2977.0,1102.0,301.0,100.0,94.0,32.0,Empty,1093598
202083,Wesley Matthews,Bucks,Guard,193.04,99.792,USA,1986-10-14,"35 years, 6 months, 5 days",12,Undrafted,898,27347.0,10921.0,2591.0,1786.0,889.0,180.0,2022-04-20 09:30:00,1958501
1630178,Tyrese Maxey,76ers,Guard,187.96,90.72,USA,2000-11-04,"21 years, 5 months, 15 days",1,21,136,3586.0,1799.0,344.0,441.0,81.0,45.0,2022-04-18 07:30:00,2602920
1630219,Skylar Mays,Hawks,Guard,193.04,92.988,USA,1997-09-05,"24 years, 7 months, 14 days",1,50,61,489.0,204.0,60.0,47.0,21.0,2.0,2022-04-19 07:30:00,34231
1630540,Miles McBride,Knicks,Guard,185.42,88.452,USA,2000-09-08,"21 years, 7 months, 11 days",0,36,40,372.0,89.0,42.0,41.0,14.0,1.0,Empty,925258
203468,CJ McCollum,Pelicans,Guard,190.5,86.184,USA,1991-09-19,"30 years, 7 months, 0 days",8,10,590,18625.0,11341.0,2041.0,2044.0,526.0,223.0,2022-04-19 10:00:00,30864198
204456,T.J. McConnell,Pacers,Guard,185.42,86.184,USA,1992-03-25,"30 years, 0 months, 25 days",6,,481,10691.0,3299.0,1436.0,2404.0,613.0,94.0,Empty,7500000
1630183,Jaden McDaniels,Timberwolves,Forward,205.74,83.916,USA,2000-09-29,"21 years, 6 months, 21 days",1,28,133,3313.0,1074.0,525.0,150.0,87.0,114.0,2022-04-19 08:30:00,2063280
